name,nitrogen,phosphorus,potassium,calcium,magnesium,sulfur,copper,chlorine,boron,iron,zinc,manganese,molybdenum,nickel,cobalt,sodium,oxygen,carbondioxide,ph_min,ph_max,EC_min,EC_max,temp,humidity,light,growth_stage,type
passionfruit,252000.00,156000.00,220500.00,185400.00,123600.00,90900.00,1836.00,2184.00,1575.00,25200.00,18180.00,15150.00,312.00,565.49,245.04,734.40,5.32,660.00,6.00,6.50,1.20,1.80,27.00,56.00,330.00,flowering,fruit_vines
patchouli,91800.00,41600.00,72800.00,61800.00,51000.00,30600.00,707.00,909.00,714.00,9450.00,7070.00,5150.00,133.90,273.32,41.47,629.49,8.34,535.00,6.00,6.50,1.60,2.10,22.00,60.00,252.50,vegetative,multipurpose
patchouli,45450.00,21000.00,36750.00,31500.00,26000.00,15150.00,357.00,459.00,353.50,4725.00,3675.00,2500.00,72.80,345.58,285.88,325.24,8.92,435.00,6.00,6.50,1.50,2.00,20.50,65.50,202.50,seedling,multipurpose
patchouli,46800.00,20200.00,36050.00,30900.00,25750.00,15750.00,367.50,472.50,367.50,4635.00,3605.00,2600.00,71.40,141.37,193.21,230.81,6.89,435.00,6.00,6.50,1.60,2.10,20.50,65.50,202.50,harvesting,multipurpose
patchouli,141750.00,62400.00,106050.00,90900.00,78750.00,45000.00,1071.00,1417.50,1092.00,14040.00,10815.00,7650.00,195.70,769.69,144.51,1154.06,7.98,635.00,6.00,6.50,1.70,2.20,23.50,55.50,302.50,flowering,multipurpose
pepino melon,309000.00,156000.00,355000.00,182000.00,85850.00,45320.00,2163.00,3328.00,2163.00,17340.00,7000.00,9000.00,393.90,417.83,208.92,699.43,8.30,1190.00,5.70,7.10,1.40,1.90,27.00,55.00,330.00,vegetative,fruitables
pepino melon,90900.00,48960.00,117300.00,59160.00,30450.00,15450.00,618.00,918.00,525.00,6060.00,2020.00,3000.00,121.20,722.57,165.88,1077.12,4.93,600.00,5.80,7.00,1.00,1.60,22.00,58.00,300.00,seedling,fruitables
pepino melon,95000.00,51000.00,120000.00,62000.00,31500.00,16320.00,721.00,1050.00,630.00,5100.00,3090.00,4160.00,131.30,502.65,212.06,692.44,4.85,605.00,5.70,7.10,1.20,1.70,23.00,59.00,310.00,harvesting,fruitables
pepino melon,500000.00,244800.00,612000.00,295800.00,154500.00,70700.00,3990.00,5700.00,3708.00,31310.00,14420.00,17680.00,571.20,527.79,209.44,629.49,3.16,1755.00,5.60,7.20,1.70,2.20,29.00,52.00,375.00,flowering,fruitables
peppermint,224400.00,133900.00,244800.00,136500.00,63000.00,30300.00,1872.00,3675.00,1854.00,17510.00,9180.00,9090.00,408.00,301.59,94.25,734.40,4.69,640.00,6.00,6.50,1.30,1.80,22.00,65.00,390.00,vegetative,herbs
peppermint,82400.00,45900.00,90000.00,41600.00,25750.00,15000.00,630.00,1000.00,612.00,4120.00,2500.00,2600.00,122.40,276.46,78.54,685.44,8.66,540.00,6.00,6.50,1.00,1.40,20.00,70.00,340.00,seedling,herbs
peppermint,80800.00,45900.00,93600.00,40000.00,25000.00,15300.00,612.00,1010.00,606.00,4040.00,2550.00,2600.00,124.80,245.04,47.12,681.95,8.52,540.00,6.00,6.50,1.00,1.60,20.00,70.00,340.00,harvesting,herbs
peppermint,332800.00,189000.00,326400.00,199500.00,81600.00,47250.00,2625.00,5250.00,2625.00,22660.00,12600.00,12240.00,520.00,527.79,278.55,503.59,6.43,820.00,6.00,6.50,1.60,2.10,24.00,60.00,440.00,flowering,herbs
persian cucumbers,305910.00,146880.00,349000.00,177840.00,86100.00,42230.00,1854.00,2900.00,1800.00,14000.00,6060.00,8000.00,377.40,245.04,329.87,451.13,7.87,1175.00,5.20,6.60,0.80,1.50,24.00,52.00,320.00,vegetative,fruitables
persian cucumbers,87870.00,45760.00,115440.00,54000.00,28350.00,13000.00,420.00,735.00,420.00,4000.00,2020.00,3030.00,90.90,433.54,160.22,577.03,8.47,585.00,5.30,6.50,0.70,1.10,19.00,55.00,290.00,seedling,fruitables
persian cucumbers,93000.00,47000.00,115000.00,60770.00,28560.00,14140.00,520.00,824.00,500.00,5250.00,3090.00,4040.00,112.20,480.66,416.26,1297.44,8.68,595.00,5.20,6.60,0.80,1.30,21.00,56.00,300.00,harvesting,fruitables
persian cucumbers,497000.00,234000.00,611820.00,302640.00,154960.00,72800.00,3744.00,5400.00,3400.00,30160.00,13520.00,16320.00,540.00,424.12,109.96,262.29,3.96,1740.00,5.10,6.70,1.10,1.60,27.00,49.00,365.00,flowering,fruitables
pink oyster mushrooms,40000.00,20000.00,30000.00,21000.00,10100.00,10400.00,416.00,618.00,404.00,4000.00,2100.00,2000.00,103.00,637.74,232.48,881.28,8.45,500.00,6.00,6.50,1.00,1.60,22.00,65.00,250.00,vegetative,mushrooms
pink oyster mushrooms,21000.00,10200.00,15450.00,10500.00,5050.00,5100.00,204.00,309.00,206.00,2060.00,1020.00,1040.00,52.00,405.27,201.06,758.88,4.37,400.00,6.00,6.50,0.90,1.30,20.00,70.00,200.00,seedling,mushrooms
pink oyster mushrooms,20600.00,10300.00,15150.00,10100.00,5250.00,5100.00,202.00,306.00,210.00,2060.00,1050.00,1020.00,50.00,414.69,168.86,881.28,6.40,400.00,6.00,6.50,1.00,1.40,20.00,70.00,200.00,harvesting,mushrooms
pink oyster mushrooms,61800.00,30600.00,46800.00,30600.00,15300.00,15450.00,624.00,945.00,630.00,6120.00,3000.00,3000.00,157.50,376.99,212.06,839.32,7.05,600.00,6.00,6.50,1.10,1.60,24.00,60.00,300.00,flowering,mushrooms
pioppino mushrooms (italian poplar),70700.00,50000.00,62400.00,52500.00,42000.00,40400.00,1050.00,1248.00,1020.00,10000.00,8400.00,8160.00,150.00,644.03,105.56,461.62,7.89,560.00,6.00,6.50,1.00,1.60,25.00,61.00,280.00,vegetative,mushrooms
pioppino mushrooms (italian poplar),36050.00,25250.00,31500.00,25500.00,20600.00,20600.00,515.00,600.00,510.00,5100.00,4080.00,4200.00,91.80,508.94,136.66,405.67,5.51,460.00,6.00,6.50,0.80,1.20,23.00,66.00,230.00,seedling,mushrooms
pioppino mushrooms (italian poplar),35350.00,25000.00,31200.00,25500.00,20000.00,20800.00,520.00,630.00,520.00,5050.00,4080.00,4120.00,92.70,967.61,169.65,587.52,4.77,460.00,6.00,6.50,0.90,1.40,23.00,66.00,230.00,harvesting,mushrooms
pioppino mushrooms (italian poplar),110250.00,78000.00,94500.00,76500.00,60000.00,63000.00,1545.00,1890.00,1560.00,15300.00,12000.00,12360.00,252.50,207.35,261.80,472.12,8.80,660.00,6.00,6.50,1.20,1.80,27.00,56.00,330.00,flowering,mushrooms
plum tomatoes,360500.00,208000.00,432600.00,224400.00,110000.00,55000.00,2500.00,4080.00,2550.00,26000.00,12120.00,12360.00,500.00,942.48,241.90,307.75,6.29,1400.00,6.00,6.50,1.10,1.70,32.00,55.00,380.00,vegetative,fruitables
plum tomatoes,126000.00,73500.00,157500.00,84000.00,41200.00,20400.00,1050.00,1530.00,1050.00,8240.00,4120.00,4000.00,202.00,1055.58,267.04,265.78,3.38,700.00,6.00,6.50,0.90,1.30,28.00,60.00,320.00,seedling,fruitables
plum tomatoes,123600.00,70000.00,150000.00,80000.00,41600.00,20200.00,1040.00,1530.00,1040.00,8160.00,4000.00,4200.00,200.00,254.47,207.35,664.46,5.09,700.00,6.00,6.50,1.10,1.50,28.00,60.00,320.00,harvesting,fruitables
plum tomatoes,606000.00,367500.00,748800.00,383800.00,190000.00,95000.00,4160.00,6180.00,4160.00,41600.00,20000.00,20400.00,808.00,584.34,122.52,545.56,5.07,2100.00,6.00,6.50,1.20,1.80,35.00,50.00,450.00,flowering,fruitables
pointed gourd,301920.00,145860.00,365400.00,173400.00,81000.00,41000.00,1854.00,3016.00,1800.00,14280.00,6180.00,8400.00,377.40,433.54,100.53,314.74,3.86,1175.00,5.20,6.60,1.10,1.70,24.00,52.00,320.00,vegetative,fruitables
pointed gourd,88580.00,45150.00,114400.00,54540.00,27000.00,13260.00,404.00,707.00,420.00,4040.00,2020.00,3060.00,94.50,593.76,77.75,209.83,3.22,585.00,5.30,6.50,0.90,1.30,19.00,55.00,290.00,seedling,fruitables
pointed gourd,94760.00,48880.00,119700.00,58580.00,29120.00,14280.00,520.00,832.00,505.00,5250.00,3000.00,4160.00,114.40,753.98,118.75,377.69,5.31,595.00,5.20,6.60,1.10,1.50,21.00,56.00,300.00,harvesting,fruitables
pointed gourd,510880.00,242320.00,604860.00,295800.00,150960.00,71070.00,3672.00,5508.00,3468.00,29290.00,13650.00,16160.00,545.40,1209.51,219.91,1049.15,5.01,1740.00,5.10,6.70,1.20,1.80,27.00,49.00,365.00,flowering,fruitables
potato,318270.00,151000.00,363600.00,186160.00,89890.00,50400.00,2400.00,3744.00,2424.00,21000.00,10200.00,12120.00,462.00,414.69,461.81,1175.04,4.49,1210.00,5.20,6.60,1.10,1.70,29.00,57.00,345.00,vegetative,root_vegetable
potato,100980.00,54000.00,124630.00,66150.00,32320.00,18180.00,840.00,1144.00,728.00,7140.00,4160.00,5250.00,140.00,801.11,320.44,440.64,6.32,605.00,5.30,6.50,0.90,1.30,24.00,59.00,315.00,seedling,root_vegetable
potato,106080.00,54000.00,128960.00,69300.00,34320.00,19950.00,1040.00,1339.00,832.00,9000.00,6120.00,7210.00,173.40,518.36,216.77,839.32,5.58,615.00,5.20,6.60,1.10,1.50,27.00,62.00,335.00,harvesting,root_vegetable
potato,509000.00,247860.00,623150.00,312000.00,159580.00,81900.00,4326.00,6489.00,4141.00,35000.00,18360.00,22050.00,616.10,477.52,105.56,944.23,7.51,1785.00,5.10,6.70,1.20,1.80,32.00,54.00,400.00,flowering,root_vegetable
radicchio,304010.00,147000.00,360060.00,175740.00,86700.00,45760.00,2142.00,3264.00,2100.00,17850.00,7070.00,9360.00,404.00,282.74,106.81,377.69,3.82,1190.00,5.20,6.60,1.00,1.60,27.00,55.00,335.00,vegetative,root_vegetable
radicchio,92820.00,50400.00,117300.00,59740.00,29290.00,15300.00,618.00,909.00,500.00,5150.00,3090.00,4080.00,122.40,414.69,47.12,220.32,8.99,600.00,5.30,6.50,0.80,1.20,22.00,57.00,305.00,seedling,root_vegetable
radicchio,97970.00,50000.00,123760.00,62000.00,32240.00,17680.00,808.00,1122.00,630.00,7070.00,4000.00,5200.00,142.80,593.76,84.82,419.66,5.81,605.00,5.20,6.60,0.90,1.40,24.00,59.00,315.00,harvesting,root_vegetable
radicchio,506010.00,239370.00,609960.00,299880.00,152000.00,74880.00,4095.00,5700.00,3885.00,33600.00,15600.00,18180.00,570.00,395.84,290.60,384.69,6.00,1755.00,5.10,6.70,1.20,1.80,30.00,52.00,380.00,flowering,root_vegetable
radish,299970.00,148320.00,352490.00,176130.00,82820.00,41000.00,1800.00,3016.00,1854.00,14700.00,6300.00,8000.00,381.10,678.58,118.12,944.23,3.31,1175.00,5.20,6.60,1.10,1.70,24.00,52.00,320.00,vegetative,cruciferous_vegetables
radish,87000.00,44440.00,113220.00,55620.00,27810.00,13260.00,400.00,721.00,416.00,4120.00,2020.00,3150.00,90.00,527.79,87.96,503.59,6.58,585.00,5.30,6.50,0.90,1.30,19.00,55.00,290.00,seedling,cruciferous_vegetables
radish,96720.00,47470.00,119600.00,59590.00,28560.00,14420.00,525.00,832.00,520.00,5200.00,3150.00,4120.00,114.40,1077.57,58.90,531.57,4.21,595.00,5.20,6.60,1.10,1.50,21.00,56.00,300.00,harvesting,cruciferous_vegetables
radish,501970.00,241020.00,611820.00,293910.00,154960.00,73500.00,3780.00,5616.00,3468.00,29870.00,13260.00,16800.00,545.40,772.83,259.18,709.92,3.21,1740.00,5.10,6.70,1.20,1.80,27.00,49.00,365.00,flowering,cruciferous_vegetables
raspberries,302820.00,145230.00,348450.00,174720.00,82160.00,40400.00,1734.00,2912.00,1717.00,13520.00,5150.00,7210.00,374.40,207.35,193.73,1126.08,5.82,1170.00,5.30,6.70,1.10,1.70,23.00,51.00,315.00,vegetative,fruitables
raspberries,86520.00,42640.00,111240.00,53530.00,26520.00,12480.00,309.00,612.00,312.00,3060.00,1010.00,2100.00,81.60,339.29,134.04,262.29,5.77,580.00,5.40,6.60,0.90,1.30,18.00,54.00,285.00,seedling,fruitables
raspberries,90000.00,47840.00,116480.00,58000.00,27810.00,13650.00,416.00,700.00,400.00,4080.00,2020.00,3060.00,102.00,659.73,197.92,279.77,3.29,590.00,5.30,6.70,1.10,1.50,20.00,55.00,305.00,harvesting,fruitables
raspberries,513760.00,240240.00,601800.00,296640.00,146000.00,69360.00,3640.00,5512.00,3432.00,29400.00,12240.00,15750.00,551.20,945.62,314.16,503.59,4.58,1735.00,5.20,6.80,1.20,1.70,26.00,48.00,360.00,flowering,fruitables
red bell peppers,315000.00,150000.00,367200.00,181800.00,94500.00,45000.00,2424.00,3744.00,2520.00,18000.00,9090.00,9360.00,454.50,945.62,235.62,716.92,8.58,1200.00,5.80,6.50,1.10,1.70,28.00,60.00,350.00,vegetative,fruitables
red bell peppers,103000.00,51500.00,120000.00,61800.00,30600.00,15300.00,840.00,1200.00,840.00,6240.00,3030.00,3120.00,151.50,904.78,97.39,398.68,6.46,600.00,5.80,6.50,0.90,1.30,25.00,65.00,300.00,seedling,fruitables
red bell peppers,104000.00,52500.00,124800.00,62400.00,30300.00,15750.00,808.00,1212.00,840.00,6120.00,3150.00,3030.00,157.50,427.26,245.04,657.47,3.33,600.00,5.80,6.50,1.10,1.50,25.00,65.00,300.00,harvesting,fruitables
red bell peppers,500000.00,257500.00,618000.00,303000.00,154500.00,75000.00,4080.00,6060.00,4200.00,31500.00,15600.00,15450.00,606.00,314.16,153.94,709.92,5.04,1800.00,5.80,6.50,1.20,1.80,30.00,55.00,400.00,flowering,fruitables
red cherry tomatoes,309000.00,150000.00,360000.00,185400.00,93600.00,47250.00,2496.00,3672.00,2424.00,18000.00,9270.00,9450.00,472.50,584.34,79.17,881.28,8.84,1200.00,5.80,6.50,1.10,1.70,28.00,60.00,350.00,vegetative,fruitables
red cherry tomatoes,101000.00,52500.00,122400.00,63000.00,30600.00,15300.00,800.00,1236.00,824.00,6060.00,3030.00,3060.00,157.50,282.74,386.42,1077.12,7.37,600.00,5.80,6.50,0.90,1.30,25.00,65.00,300.00,seedling,fruitables
red cherry tomatoes,101000.00,51500.00,122400.00,63000.00,30900.00,15450.00,840.00,1236.00,840.00,6180.00,3030.00,3060.00,150.00,508.94,298.45,664.46,4.94,600.00,5.80,6.50,1.10,1.50,25.00,65.00,300.00,harvesting,fruitables
red cherry tomatoes,510000.00,257500.00,612000.00,306000.00,153000.00,75000.00,4000.00,6000.00,4200.00,30600.00,15450.00,15150.00,600.00,1055.58,113.10,405.67,4.26,1800.00,5.80,6.50,1.20,1.80,30.00,55.00,400.00,flowering,fruitables
red chili,306030.00,156550.00,364000.00,194250.00,92700.00,48000.00,2288.00,3570.00,2266.00,17340.00,8080.00,9360.00,404.00,769.69,188.50,314.74,6.78,1200.00,5.60,6.70,1.10,1.70,27.00,57.00,330.00,vegetative,fruitables
red chili,96960.00,45450.00,122210.00,57120.00,32320.00,17510.00,832.00,1030.00,600.00,6240.00,2040.00,3120.00,123.60,518.36,108.07,776.37,3.38,600.00,5.70,6.80,0.90,1.30,24.00,61.00,300.00,seedling,fruitables
red chili,102900.00,48000.00,124230.00,63000.00,32550.00,18180.00,800.00,1122.00,707.00,7070.00,3150.00,4040.00,150.00,329.87,160.22,419.66,8.99,605.00,5.60,6.80,1.10,1.50,25.00,60.00,310.00,harvesting,fruitables
red chili,515000.00,247450.00,625260.00,312000.00,159580.00,76650.00,4040.00,6324.00,3838.00,34320.00,14140.00,17340.00,580.00,691.15,94.25,891.77,5.09,1775.00,5.50,6.80,1.20,1.80,29.00,54.00,380.00,flowering,fruitables
red mustard greens,220000.00,135200.00,247200.00,130000.00,61800.00,30300.00,1890.00,3675.00,1872.00,17680.00,9000.00,9180.00,416.00,879.65,78.54,223.82,5.60,640.00,6.00,6.50,1.10,1.70,22.00,65.00,390.00,vegetative,leafy_greens
red mustard greens,80000.00,47250.00,90000.00,40800.00,26250.00,15750.00,618.00,1000.00,612.00,4160.00,2500.00,2550.00,123.60,395.84,56.55,699.43,8.80,540.00,6.00,6.50,0.90,1.30,20.00,70.00,340.00,seedling,leafy_greens
red mustard greens,82400.00,45900.00,92700.00,41200.00,25500.00,15750.00,630.00,1020.00,606.00,4120.00,2625.00,2575.00,122.40,490.09,79.17,440.64,6.93,540.00,6.00,6.50,1.10,1.50,20.00,70.00,340.00,harvesting,leafy_greens
red mustard greens,336000.00,189000.00,329600.00,191900.00,80000.00,46800.00,2500.00,5250.00,2550.00,22880.00,12480.00,12360.00,515.00,348.72,164.93,465.12,8.55,820.00,6.00,6.50,1.20,1.80,24.00,60.00,440.00,flowering,leafy_greens
red romaine lettuce,214200.00,113300.00,232300.00,121200.00,57200.00,29120.00,1717.00,3200.00,1717.00,16800.00,8925.00,8585.00,364.00,725.71,87.96,356.71,6.04,620.00,6.00,6.50,1.10,1.70,22.00,65.00,370.00,vegetative,leafy_greens
red romaine lettuce,78750.00,41600.00,85850.00,36750.00,22880.00,12360.00,612.00,945.00,612.00,3570.00,2288.00,2310.00,101.00,461.81,84.82,671.45,8.66,520.00,6.00,6.50,0.90,1.30,20.00,70.00,320.00,seedling,leafy_greens
red romaine lettuce,75750.00,40000.00,89250.00,36750.00,23100.00,12000.00,630.00,909.00,606.00,3535.00,2288.00,2310.00,105.00,464.96,100.53,440.64,3.55,520.00,6.00,6.50,1.10,1.50,20.00,70.00,320.00,harvesting,leafy_greens
red romaine lettuce,306000.00,151500.00,306000.00,170000.00,75750.00,40800.00,2200.00,4635.00,2200.00,21630.00,11330.00,11220.00,454.50,414.69,37.70,265.78,9.05,770.00,6.00,6.50,1.20,1.80,24.00,60.00,420.00,flowering,leafy_greens
rockmelon,300000.00,150000.00,355000.00,178500.00,89250.00,44000.00,2205.00,3296.00,2100.00,17850.00,7280.00,9360.00,393.90,282.74,98.96,681.95,4.03,1190.00,5.70,7.10,1.10,1.70,27.00,55.00,330.00,vegetative,fruitables
rockmelon,90900.00,50400.00,117300.00,59740.00,29580.00,15000.00,600.00,918.00,510.00,6300.00,2060.00,3150.00,123.60,1143.54,155.51,563.04,7.29,600.00,5.80,7.00,0.90,1.30,22.00,58.00,300.00,seedling,fruitables
rockmelon,98800.00,51000.00,122400.00,62000.00,30000.00,16480.00,728.00,1040.00,618.00,5100.00,3000.00,4080.00,136.50,867.08,125.66,1091.11,5.70,605.00,5.70,7.10,1.10,1.50,23.00,59.00,310.00,harvesting,fruitables
rockmelon,520000.00,249600.00,624000.00,295800.00,156000.00,73500.00,3990.00,5928.00,3780.00,31310.00,14420.00,17850.00,588.00,835.66,246.09,650.47,5.19,1755.00,5.60,7.20,1.20,1.80,29.00,52.00,375.00,flowering,fruitables
roma tomatoes,357000.00,202000.00,436800.00,231000.00,115500.00,55550.00,2500.00,4040.00,2600.00,26000.00,12480.00,12240.00,515.00,471.24,98.17,545.56,7.84,1400.00,6.00,6.50,1.10,1.70,32.00,55.00,380.00,vegetative,fruitables
roma tomatoes,122400.00,72800.00,150000.00,83200.00,40400.00,21000.00,1030.00,1500.00,1000.00,8400.00,4080.00,4200.00,206.00,653.45,133.52,664.46,4.05,700.00,6.00,6.50,0.90,1.30,28.00,60.00,320.00,seedling,fruitables
roma tomatoes,124800.00,71400.00,151500.00,84000.00,40400.00,20000.00,1020.00,1545.00,1010.00,8240.00,4120.00,4040.00,206.00,923.63,172.79,398.68,3.92,700.00,6.00,6.50,1.10,1.50,28.00,60.00,320.00,harvesting,fruitables
roma tomatoes,618000.00,353500.00,756000.00,395200.00,195700.00,99750.00,4080.00,6240.00,4160.00,40800.00,21000.00,21000.00,816.00,301.59,150.80,930.24,6.67,2100.00,6.00,6.50,1.20,1.80,35.00,50.00,450.00,flowering,fruitables
romaine lettuce,206000.00,104000.00,224400.00,110000.00,50000.00,25750.00,1560.00,3060.00,1575.00,15450.00,8400.00,8080.00,306.00,452.39,414.69,535.06,8.74,600.00,6.00,6.50,1.10,1.70,22.00,65.00,350.00,vegetative,leafy_greens
romaine lettuce,70700.00,36400.00,84000.00,31500.00,21000.00,10100.00,505.00,800.00,505.00,3090.00,2040.00,2080.00,80.80,691.15,84.82,1224.00,5.80,500.00,6.00,6.50,0.90,1.30,20.00,70.00,300.00,seedling,leafy_greens
romaine lettuce,73500.00,36750.00,83200.00,30600.00,20200.00,10200.00,515.00,832.00,505.00,3090.00,2000.00,2040.00,84.00,502.65,240.33,860.30,8.89,500.00,6.00,6.50,1.10,1.50,20.00,70.00,300.00,harvesting,leafy_greens
romaine lettuce,280000.00,147000.00,282800.00,166400.00,71400.00,36400.00,2020.00,4160.00,2040.00,20800.00,10300.00,10300.00,408.00,628.32,301.59,587.52,8.43,750.00,6.00,6.50,1.20,1.80,24.00,60.00,400.00,flowering,leafy_greens
romanesco broccoli,301920.00,148720.00,365400.00,176800.00,81000.00,41820.00,1818.00,2958.00,1890.00,14700.00,6240.00,8160.00,384.80,835.66,96.13,409.17,3.82,1175.00,5.20,6.60,1.10,1.70,24.00,52.00,320.00,vegetative,cruciferous_vegetables
romanesco broccoli,89440.00,43430.00,114400.00,54000.00,28350.00,13130.00,404.00,714.00,420.00,4120.00,2040.00,3090.00,94.50,615.75,188.50,1133.08,3.88,585.00,5.30,6.50,0.90,1.30,19.00,55.00,290.00,seedling,cruciferous_vegetables
romanesco broccoli,96600.00,48880.00,116280.00,60320.00,28280.00,14140.00,510.00,816.00,500.00,5150.00,3090.00,4040.00,111.10,207.35,122.52,433.65,5.73,595.00,5.20,6.60,1.10,1.50,21.00,56.00,300.00,harvesting,cruciferous_vegetables
romanesco broccoli,515840.00,242320.00,616720.00,292900.00,149480.00,71760.00,3780.00,5508.00,3400.00,29580.00,13520.00,16800.00,567.00,999.03,78.54,419.66,5.41,1740.00,5.10,6.70,1.20,1.70,27.00,49.00,365.00,flowering,cruciferous_vegetables
rosemary,210000.00,126000.00,222200.00,110000.00,52500.00,25750.00,1530.00,3060.00,1515.00,15000.00,8400.00,8080.00,315.00,725.71,226.19,769.37,4.30,600.00,6.00,6.50,1.50,2.00,22.00,65.00,350.00,vegetative,herbs
rosemary,122400.00,61800.00,102000.00,84000.00,60000.00,42000.00,840.00,1030.00,840.00,12360.00,8240.00,6180.00,150.00,1209.51,79.17,262.29,3.36,540.00,6.00,6.50,1.30,1.80,24.00,62.00,270.00,vegetative,multipurpose
rosemary,72100.00,40000.00,84000.00,35700.00,20400.00,10500.00,500.00,800.00,525.00,3030.00,2100.00,2100.00,82.40,226.19,74.61,293.76,8.67,500.00,6.00,6.50,0.80,1.50,20.00,70.00,300.00,seedling,herbs
rosemary,60600.00,30000.00,50500.00,41600.00,31500.00,20800.00,416.00,515.00,412.00,6180.00,4080.00,3060.00,84.00,904.78,75.40,1049.15,5.00,440.00,6.00,6.50,1.00,1.60,22.00,67.00,220.00,seedling,multipurpose
rosemary,72800.00,42000.00,81600.00,36400.00,20800.00,10000.00,515.00,840.00,510.00,3060.00,2000.00,2020.00,81.60,245.04,83.78,391.68,5.49,500.00,6.00,6.50,1.40,1.90,20.00,70.00,300.00,harvesting,herbs
rosemary,62400.00,30300.00,52500.00,41600.00,31200.00,20400.00,408.00,510.00,412.00,6240.00,4160.00,3150.00,80.80,681.73,109.96,538.56,8.34,440.00,6.00,6.50,1.20,1.70,22.00,67.00,220.00,harvesting,multipurpose
rosemary,294000.00,164800.00,282800.00,171700.00,70700.00,35350.00,2000.00,4160.00,2040.00,20600.00,10400.00,10500.00,408.00,245.04,94.25,367.20,3.34,750.00,6.00,6.50,1.00,1.60,24.00,60.00,400.00,flowering,herbs
rosemary,189000.00,94500.00,156000.00,124800.00,91800.00,60000.00,1200.00,1545.00,1248.00,18900.00,12480.00,9090.00,250.00,980.18,450.82,535.06,6.04,640.00,6.00,6.50,1.40,1.90,26.00,57.00,320.00,flowering,multipurpose
rutabaga,310070.00,158550.00,359000.00,186900.00,89890.00,49440.00,2400.00,3780.00,2520.00,20000.00,10100.00,12240.00,462.00,427.26,230.91,489.60,4.92,1210.00,5.20,6.60,1.60,2.10,29.00,57.00,345.00,vegetative,root_vegetable
rutabaga,100880.00,54080.00,122400.00,63630.00,31620.00,17510.00,832.00,1144.00,721.00,7210.00,4200.00,5200.00,144.20,452.39,204.20,489.60,3.39,605.00,5.30,6.50,1.30,1.80,24.00,59.00,315.00,seedling,root_vegetable
rutabaga,105060.00,53530.00,129150.00,65000.00,33000.00,19000.00,1050.00,1326.00,816.00,9360.00,6000.00,7070.00,171.70,254.47,81.68,699.43,6.08,615.00,5.20,6.60,1.20,1.80,27.00,62.00,335.00,harvesting,root_vegetable
rutabaga,512070.00,250290.00,628160.00,310960.00,163280.00,77770.00,4368.00,6552.00,4223.00,36050.00,18180.00,21210.00,622.20,311.02,263.89,272.78,6.00,1785.00,5.10,6.70,1.90,2.40,32.00,54.00,400.00,flowering,root_vegetable
saffron,70000.00,51000.00,61800.00,51000.00,40400.00,40400.00,1050.00,1260.00,1040.00,10000.00,8400.00,8160.00,157.50,329.87,120.17,262.29,3.23,560.00,6.00,6.50,1.40,1.90,25.00,61.00,280.00,vegetative,edible_flowers
saffron,35700.00,25000.00,30300.00,25250.00,20800.00,21000.00,525.00,600.00,505.00,5000.00,4000.00,4120.00,91.80,1033.58,138.23,430.15,5.68,460.00,6.00,6.50,1.40,1.80,23.00,66.00,230.00,seedling,edible_flowers
saffron,35000.00,25000.00,30600.00,25500.00,20200.00,20800.00,525.00,618.00,500.00,5000.00,4080.00,4120.00,90.00,490.09,193.73,1133.08,6.10,460.00,6.00,6.50,1.70,2.20,23.00,66.00,230.00,harvesting,edible_flowers
saffron,105000.00,75000.00,91800.00,78750.00,60000.00,61200.00,1560.00,1890.00,1575.00,15000.00,12360.00,12480.00,250.00,486.95,115.61,157.37,3.20,660.00,6.00,6.50,1.50,2.00,27.00,56.00,330.00,flowering,edible_flowers
sage,220000.00,136500.00,240000.00,130000.00,62400.00,30000.00,1890.00,3605.00,1836.00,17000.00,9270.00,9180.00,400.00,703.72,571.77,664.46,7.37,640.00,6.00,6.50,2.00,2.50,22.00,65.00,390.00,vegetative,herbs
sage,114400.00,52000.00,90000.00,71400.00,51500.00,41600.00,808.00,1000.00,832.00,10500.00,8320.00,6240.00,141.40,455.53,270.18,755.39,5.08,550.00,6.00,6.50,1.40,1.90,23.00,61.00,260.00,vegetative,multipurpose
sage,81600.00,46350.00,90900.00,40000.00,25000.00,15150.00,618.00,1030.00,600.00,4000.00,2500.00,2525.00,123.60,989.60,116.24,874.29,7.31,540.00,6.00,6.50,1.20,1.80,20.00,70.00,340.00,seedling,herbs
sage,55000.00,25750.00,45450.00,36050.00,25000.00,20000.00,416.00,510.00,404.00,5000.00,4000.00,3060.00,70.00,791.68,226.19,332.23,7.20,450.00,6.00,6.50,1.20,1.70,21.00,66.00,210.00,seedling,multipurpose
sage,83200.00,46350.00,92700.00,40400.00,25250.00,15750.00,606.00,1050.00,606.00,4160.00,2500.00,2600.00,123.60,389.56,59.69,223.82,6.23,540.00,6.00,6.50,1.50,2.00,20.00,70.00,340.00,harvesting,herbs
sage,57750.00,26000.00,46350.00,36050.00,25500.00,20600.00,416.00,525.00,404.00,5050.00,4200.00,3120.00,73.50,706.86,234.57,881.28,8.97,450.00,6.00,6.50,1.30,1.80,21.00,66.00,210.00,harvesting,multipurpose
sage,329600.00,187200.00,336000.00,199500.00,80800.00,45000.00,2575.00,5150.00,2625.00,22000.00,12600.00,12480.00,525.00,675.44,118.12,559.54,6.24,820.00,6.00,6.50,1.20,1.80,24.00,60.00,440.00,flowering,herbs
