name,nirtogen,phosphorus,potassium,calcium,magnesium,sulfur,copper,chlorine,boron,iron,zinc,maganese,molybdenum ,oxygen,carbondioxide,ph_min,ph_max,EC_min,EC_max,temp,humidity,light,growth_stage,type
shiitake mushrooms,30.00,20.00,25.00,20.00,15.00,15.00,0.40,0.50,0.40,4.00,3.00,3.00,0.08,5.00,440.00,6.00,6.50,1.4,1.9,22.00,67.00,220.00,harvesting,mushrooms
shiitake mushrooms,60.00,40.00,50.00,40.00,30.00,30.00,0.70,0.80,0.70,6.00,4.00,4.00,0.13,6.00,540.00,6.00,6.50,1.3,1.8,24.00,62.00,270.00,vegetative,mushrooms
shiitake mushrooms,90.00,60.00,75.00,60.00,45.00,45.00,1.00,1.20,1.00,9.00,6.00,6.00,0.20,7.00,640.00,6.00,6.50,1.6,2.1,26.00,57.00,320.00,flowering,mushrooms
shiso,80.00,45.00,90.00,40.00,25.00,15.00,0.60,1.00,0.60,4.00,2.50,2.50,0.12,6.00,540.00,6.00,6.50,1.9,2.4,20.00,70.00,340.00,seedling,herbs
shiso,80.00,45.00,90.00,40.00,25.00,15.00,0.60,1.00,0.60,4.00,2.50,2.50,0.12,6.00,540.00,6.00,6.50,1,1.6,20.00,70.00,340.00,harvesting,herbs
shiso,220.00,130.00,240.00,130.00,60.00,30.00,1.80,3.50,1.80,17.00,9.00,9.00,0.40,6.00,640.00,6.00,6.50,1.3,1.8,22.00,65.00,390.00,vegetative,herbs
shiso,320.00,180.00,320.00,190.00,80.00,45.00,2.50,5.00,2.50,22.00,12.00,12.00,0.50,6.00,820.00,6.00,6.50,1.6,2.2,24.00,60.00,440.00,flowering,herbs
snap bush peas,92.00,45.00,118.00,55.00,28.00,15.00,0.50,0.80,0.50,5.00,2.00,3.00,0.11,6.00,595.00,5.90,7.00,1,1.6,21.00,57.00,305.00,seedling,fruitables
snap bush peas,100.00,48.00,120.00,60.00,31.00,17.00,0.70,1.00,0.70,6.00,3.00,4.00,0.14,5.00,610.00,5.80,7.10,1,1.6,24.00,58.00,315.00,harvesting,fruitables
snap bush peas,302.00,148.00,355.00,175.00,87.00,43.00,2.00,3.10,2.00,16.00,7.00,9.00,0.38,5.00,1185.00,5.80,7.10,1.2,1.7,26.00,54.00,330.00,vegetative,fruitables
snap bush peas,508.00,242.00,605.00,295.00,157.00,74.00,3.90,5.90,3.80,30.00,15.00,18.00,0.57,6.00,1765.00,5.70,7.20,1.3,1.8,28.00,51.00,380.00,flowering,fruitables
snow peas,93.00,48.00,117.00,56.00,29.00,16.00,0.60,1.00,0.50,5.00,2.00,3.00,0.12,6.00,600.00,5.70,6.90,1.2,1.7,22.00,59.00,305.00,seedling,fruitables
snow peas,97.00,50.00,120.00,61.00,31.00,17.00,0.80,1.10,0.70,6.00,3.00,4.00,0.15,5.00,615.00,5.60,7.00,1.3,1.8,23.00,58.00,310.00,harvesting,fruitables
snow peas,302.00,150.00,358.00,177.00,86.00,45.00,2.10,3.30,2.10,18.00,7.00,9.00,0.40,5.00,1195.00,5.60,7.00,0.8,1.5,27.00,56.00,330.00,vegetative,fruitables
snow peas,500.00,240.00,605.00,298.00,155.00,73.00,3.80,5.70,3.70,31.00,14.00,17.00,0.56,6.00,1760.00,5.50,7.10,1.2,1.8,29.00,53.00,375.00,flowering,fruitables
sorrel,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,1,1.6,20.00,70.00,300.00,seedling,leafy_greens
sorrel,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,1,1.6,20.00,70.00,300.00,harvesting,leafy_greens
sorrel,200.00,120.00,220.00,110.00,50.00,25.00,1.50,3.00,1.50,15.00,8.00,8.00,0.30,6.00,600.00,6.00,6.50,0.8,1.5,22.00,65.00,350.00,vegetative,leafy_greens
sorrel,280.00,160.00,280.00,170.00,70.00,35.00,2.00,4.00,2.00,20.00,10.00,10.00,0.40,6.00,750.00,6.00,6.50,1.4,1.9,24.00,60.00,400.00,flowering,leafy_greens
spearmint,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,1.7,2.3,20.00,70.00,300.00,seedling,herbs
spearmint,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,1.2,1.8,20.00,70.00,300.00,harvesting,herbs
spearmint,200.00,120.00,220.00,110.00,50.00,25.00,1.50,3.00,1.50,15.00,8.00,8.00,0.30,6.00,600.00,6.00,6.50,1.1,1.6,22.00,65.00,350.00,vegetative,herbs
spearmint,280.00,160.00,280.00,170.00,70.00,35.00,2.00,4.00,2.00,20.00,10.00,10.00,0.40,6.00,750.00,6.00,6.50,1.2,1.7,24.00,60.00,400.00,flowering,herbs
spinach,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,1.2,1.7,20.00,70.00,300.00,seedling,leafy_greens
spinach,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,1.3,1.8,20.00,70.00,300.00,harvesting,leafy_greens
spinach,200.00,120.00,220.00,110.00,50.00,25.00,1.50,3.00,1.50,15.00,8.00,8.00,0.30,6.00,600.00,6.00,6.50,1,1.6,22.00,65.00,350.00,vegetative,leafy_greens
spinach,280.00,160.00,280.00,170.00,70.00,35.00,2.00,4.00,2.00,20.00,10.00,10.00,0.40,6.00,750.00,6.00,6.50,1.1,1.7,24.00,60.00,400.00,flowering,leafy_greens
sponge gourd,88.00,45.00,112.00,55.00,28.00,14.00,0.50,0.80,0.40,4.00,2.00,3.00,0.10,6.00,590.00,5.30,6.50,1.1,1.6,20.00,56.00,295.00,seedling,fruitables
sponge gourd,94.00,48.00,116.00,60.00,29.00,15.00,0.60,0.90,0.50,5.00,3.00,4.00,0.12,6.00,595.00,5.20,6.60,1.1,1.6,22.00,57.00,305.00,harvesting,fruitables
sponge gourd,298.00,145.00,350.00,172.00,83.00,42.00,1.90,3.00,1.90,15.00,6.00,8.00,0.38,5.00,1180.00,5.20,6.60,0.8,1.5,25.00,53.00,325.00,vegetative,fruitables
sponge gourd,498.00,235.00,595.00,292.00,150.00,70.00,3.70,5.50,3.50,30.00,13.00,16.00,0.55,6.00,1745.00,5.10,6.70,0.8,1.5,28.00,50.00,370.00,flowering,fruitables
stevia,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,1.2,1.7,20.00,70.00,300.00,seedling,herbs
stevia,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,1.3,1.8,20.00,70.00,300.00,harvesting,herbs
stevia,200.00,120.00,220.00,110.00,50.00,25.00,1.50,3.00,1.50,15.00,8.00,8.00,0.30,6.00,600.00,6.00,6.50,0.7,1.1,22.00,65.00,350.00,vegetative,herbs
stevia,280.00,160.00,280.00,170.00,70.00,35.00,2.00,4.00,2.00,20.00,10.00,10.00,0.40,6.00,750.00,6.00,6.50,0.8,1.3,24.00,60.00,400.00,flowering,herbs
stevia,70.00,35.00,60.00,50.00,40.00,25.00,0.50,0.60,0.50,7.00,5.00,3.00,0.09,5.00,460.00,6.00,6.50,1.2,1.7,23.00,66.00,230.00,seedling,multipurpose
stevia,70.00,35.00,60.00,50.00,40.00,25.00,0.50,0.60,0.50,7.00,5.00,3.00,0.09,5.00,460.00,6.00,6.50,1.2,1.6,23.00,66.00,230.00,harvesting,multipurpose
stevia,140.00,70.00,120.00,100.00,80.00,50.00,1.00,1.20,1.00,14.00,10.00,6.00,0.18,6.00,560.00,6.00,6.50,1.8,2.4,25.00,61.00,280.00,vegetative,multipurpose
stevia,210.00,105.00,180.00,150.00,120.00,75.00,1.50,1.80,1.50,21.00,15.00,9.00,0.27,7.00,660.00,6.00,6.50,0.8,1.2,27.00,56.00,330.00,flowering,multipurpose
strawberries,88.00,45.00,112.00,55.00,28.00,14.00,0.50,0.80,0.40,4.00,2.00,3.00,0.10,6.00,590.00,5.60,6.80,0.9,1.4,20.00,56.00,295.00,seedling,fruitables
strawberries,94.00,48.00,116.00,60.00,29.00,15.00,0.60,0.90,0.50,5.00,3.00,4.00,0.12,6.00,600.00,5.50,6.90,1.3,1.8,22.00,57.00,305.00,harvesting,fruitables
strawberries,298.00,145.00,350.00,172.00,83.00,42.00,1.90,3.00,1.90,15.00,6.00,8.00,0.38,5.00,1180.00,5.50,6.90,0.8,1.2,25.00,53.00,325.00,vegetative,fruitables
strawberries,498.00,235.00,595.00,292.00,150.00,70.00,3.70,5.50,3.50,30.00,13.00,16.00,0.55,6.00,1745.00,5.40,7.00,0.9,1.4,28.00,50.00,370.00,flowering,fruitables
sugar snap peas,91.00,47.00,115.00,58.00,28.00,15.00,0.50,0.90,0.50,5.00,2.00,3.00,0.11,6.00,595.00,5.60,6.80,1.3,1.8,21.00,57.00,300.00,seedling,fruitables
sugar snap peas,96.00,49.00,120.00,60.00,30.00,16.00,0.70,1.00,0.60,6.00,3.00,4.00,0.14,5.00,610.00,5.50,6.90,1,1.5,24.00,58.00,315.00,harvesting,fruitables
sugar snap peas,300.00,148.00,355.00,175.00,87.00,44.00,2.00,3.10,2.00,16.00,7.00,9.00,0.38,5.00,1185.00,5.50,6.90,1.6,2.1,26.00,54.00,325.00,vegetative,fruitables
sugar snap peas,505.00,243.00,605.00,295.00,157.00,74.00,3.90,5.90,3.80,30.00,15.00,18.00,0.57,6.00,1765.00,5.40,7.00,1,1.4,28.00,51.00,370.00,flowering,fruitables
sweet basil,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,1.1,1.6,20.00,70.00,300.00,seedling,herbs
sweet basil,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,1.5,2,20.00,70.00,300.00,harvesting,herbs
sweet basil,200.00,120.00,220.00,110.00,50.00,25.00,1.50,3.00,1.50,15.00,8.00,8.00,0.30,6.00,600.00,6.00,6.50,1.3,1.6,22.00,65.00,350.00,vegetative,herbs
sweet basil,280.00,160.00,280.00,170.00,70.00,35.00,2.00,4.00,2.00,20.00,10.00,10.00,0.40,6.00,750.00,6.00,6.50,2.1,2.7,24.00,60.00,400.00,flowering,herbs
sweet potato,98.00,53.00,121.00,63.00,32.00,18.00,0.80,1.10,0.70,7.00,4.00,5.00,0.14,6.00,605.00,5.30,6.50,1.5,2,24.00,59.00,315.00,seedling,root_vegetable
sweet potato,104.00,54.00,124.00,66.00,33.00,19.00,1.00,1.30,0.80,9.00,6.00,7.00,0.17,6.00,615.00,5.20,6.60,1.5,2,27.00,62.00,335.00,harvesting,root_vegetable
sweet potato,308.00,151.00,360.00,179.00,89.00,48.00,2.40,3.60,2.40,20.00,10.00,12.00,0.44,5.00,1210.00,5.20,6.60,2,2.5,29.00,57.00,345.00,vegetative,root_vegetable
sweet potato,508.00,243.00,605.00,300.00,158.00,78.00,4.20,6.30,4.10,35.00,18.00,21.00,0.61,6.00,1785.00,5.10,6.70,2.5,3,32.00,54.00,400.00,flowering,root_vegetable
swiss chard,80.00,50.00,90.00,45.00,25.00,15.00,0.70,1.00,0.70,4.00,2.50,2.50,0.12,6.00,540.00,6.00,6.50,1,1.4,20.00,70.00,340.00,seedling,leafy_greens
swiss chard,80.00,50.00,90.00,45.00,25.00,15.00,0.70,1.00,0.70,4.00,2.50,2.50,0.12,6.00,540.00,6.00,6.50,1.1,1.6,20.00,70.00,340.00,harvesting,leafy_greens
swiss chard,220.00,140.00,240.00,130.00,60.00,30.00,1.80,3.50,1.80,17.00,9.00,9.00,0.40,6.00,640.00,6.00,6.50,1.5,2,22.00,65.00,390.00,vegetative,leafy_greens
swiss chard,320.00,180.00,320.00,190.00,80.00,45.00,2.50,5.00,2.50,22.00,12.00,12.00,0.50,6.00,820.00,6.00,6.50,1,1.4,24.00,60.00,440.00,flowering,leafy_greens
taro,100.00,55.00,123.00,64.00,32.00,18.00,0.80,1.10,0.70,7.00,4.00,5.00,0.14,6.00,605.00,5.30,6.50,1.1,1.6,24.00,59.00,315.00,seedling,root_vegetable
taro,105.00,55.00,125.00,67.00,34.00,20.00,1.10,1.40,0.90,10.00,7.00,8.00,0.18,6.00,620.00,5.20,6.60,1.5,2,28.00,63.00,340.00,harvesting,root_vegetable
taro,310.00,152.00,361.00,180.00,90.00,48.00,2.50,3.70,2.50,21.00,11.00,13.00,0.45,5.00,1215.00,5.20,6.60,1,1.5,30.00,58.00,350.00,vegetative,root_vegetable
taro,510.00,244.00,606.00,301.00,159.00,79.00,4.30,6.40,4.20,36.00,19.00,22.00,0.62,6.00,1790.00,5.10,6.70,1.6,2.1,33.00,55.00,405.00,flowering,root_vegetable
tarragon,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,1.5,2,20.00,70.00,300.00,seedling,herbs
tarragon,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,1.5,2,20.00,70.00,300.00,harvesting,herbs
tarragon,200.00,120.00,220.00,110.00,50.00,25.00,1.50,3.00,1.50,15.00,8.00,8.00,0.30,6.00,600.00,6.00,6.50,2,2.5,22.00,65.00,350.00,vegetative,herbs
tarragon,280.00,160.00,280.00,170.00,70.00,35.00,2.00,4.00,2.00,20.00,10.00,10.00,0.40,6.00,750.00,6.00,6.50,2.5,3,24.00,60.00,400.00,flowering,herbs
tatsoi,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,1.7,2.2,20.00,70.00,300.00,seedling,leafy_greens
tatsoi,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,1.5,2,20.00,70.00,300.00,harvesting,leafy_greens
tatsoi,200.00,120.00,220.00,110.00,50.00,25.00,1.50,3.00,1.50,15.00,8.00,8.00,0.30,6.00,600.00,6.00,6.50,1.5,2,22.00,65.00,350.00,vegetative,leafy_greens
tatsoi,280.00,160.00,280.00,170.00,70.00,35.00,2.00,4.00,2.00,20.00,10.00,10.00,0.40,6.00,750.00,6.00,6.50,2,2.5,24.00,60.00,400.00,flowering,leafy_greens
tea tree,50.00,23.00,40.00,33.00,27.00,18.00,0.40,0.50,0.40,5.00,4.00,3.00,0.07,5.00,445.00,6.00,6.50,2.5,3,21.00,66.00,207.50,seedling,multipurpose
tea tree,50.00,23.00,40.00,33.00,27.00,18.00,0.40,0.50,0.40,5.00,4.00,3.00,0.07,5.00,445.00,6.00,6.50,1.4,1.9,21.00,66.00,207.50,harvesting,multipurpose
tea tree,100.00,46.00,80.00,66.00,54.00,36.00,0.80,1.00,0.80,10.00,8.00,6.00,0.14,6.00,545.00,6.00,6.50,2.2,2.8,23.00,61.00,257.50,vegetative,multipurpose
tea tree,150.00,69.00,120.00,99.00,81.00,54.00,1.20,1.50,1.20,15.00,12.00,9.00,0.21,7.00,645.00,6.00,6.50,0.9,1.3,25.00,56.00,307.50,flowering,multipurpose
tendli (ivy gourd),85.00,42.00,109.00,53.00,26.00,12.00,0.30,0.60,0.30,3.00,1.00,2.00,0.08,6.00,580.00,5.30,6.50,1,1.4,18.00,54.00,285.00,seedling,fruitables
tendli (ivy gourd),91.00,45.00,113.00,58.00,27.00,13.00,0.40,0.70,0.40,4.00,2.00,3.00,0.10,6.00,590.00,5.20,6.60,1.1,1.6,20.00,55.00,305.00,harvesting,fruitables
tendli (ivy gourd),295.00,142.00,346.00,169.00,80.00,40.00,1.70,2.80,1.70,13.00,5.00,7.00,0.36,5.00,1170.00,5.20,6.60,1.5,2,23.00,51.00,315.00,vegetative,fruitables
tendli (ivy gourd),495.00,232.00,591.00,289.00,147.00,68.00,3.50,5.30,3.30,28.00,12.00,15.00,0.53,6.00,1735.00,5.10,6.70,1.5,2,26.00,48.00,360.00,flowering,fruitables
thai basil,80.00,45.00,90.00,40.00,25.00,15.00,0.60,1.00,0.60,4.00,2.50,2.50,0.12,6.00,540.00,6.00,6.50,2,2.5,20.00,70.00,340.00,seedling,herbs
thai basil,80.00,45.00,90.00,40.00,25.00,15.00,0.60,1.00,0.60,4.00,2.50,2.50,0.12,6.00,540.00,6.00,6.50,2.5,3,20.00,70.00,340.00,harvesting,herbs
thai basil,220.00,130.00,240.00,130.00,60.00,30.00,1.80,3.50,1.80,17.00,9.00,9.00,0.40,6.00,640.00,6.00,6.50,1.7,2.2,22.00,65.00,390.00,vegetative,herbs
thai basil,320.00,180.00,320.00,190.00,80.00,45.00,2.50,5.00,2.50,22.00,12.00,12.00,0.50,6.00,820.00,6.00,6.50,0.8,1.2,24.00,60.00,440.00,flowering,herbs
tomatillos,85.00,42.00,109.00,53.00,26.00,12.00,0.30,0.60,0.30,3.00,1.00,2.00,0.08,6.00,580.00,5.40,6.60,0.9,1.4,18.00,54.00,285.00,seedling,fruitables
tomatillos,91.00,45.00,113.00,58.00,27.00,13.00,0.40,0.70,0.40,4.00,2.00,3.00,0.10,6.00,590.00,5.30,6.70,1.2,1.8,20.00,55.00,305.00,harvesting,fruitables
tomatillos,295.00,142.00,346.00,169.00,80.00,40.00,1.70,2.80,1.70,13.00,5.00,7.00,0.36,5.00,1170.00,5.30,6.70,1.5,2,23.00,51.00,315.00,vegetative,fruitables
tomatillos,495.00,232.00,591.00,289.00,147.00,69.00,3.50,5.30,3.30,28.00,12.00,15.00,0.53,6.00,1735.00,5.20,6.80,1.5,2,26.00,48.00,360.00,flowering,fruitables
turmeric,65.00,30.00,50.00,40.00,30.00,25.00,0.50,0.60,0.50,6.00,5.00,3.00,0.08,5.00,460.00,6.00,6.50,2,2.5,22.00,67.00,220.00,seedling,multipurpose
turmeric,65.00,30.00,50.00,40.00,30.00,25.00,0.50,0.60,0.50,6.00,5.00,3.00,0.08,5.00,460.00,6.00,6.50,2.5,3,22.00,67.00,220.00,harvesting,multipurpose
turmeric,130.00,60.00,100.00,80.00,60.00,50.00,1.00,1.20,1.00,12.00,10.00,6.00,0.15,6.00,560.00,6.00,6.50,1.2,1.7,24.00,62.00,270.00,vegetative,multipurpose
turmeric,195.00,90.00,150.00,120.00,90.00,75.00,1.50,1.80,1.50,18.00,15.00,9.00,0.23,7.00,660.00,6.00,6.50,2,2.5,26.00,57.00,320.00,flowering,multipurpose
turmeric,40.00,30.00,35.00,30.00,25.00,25.00,0.60,0.70,0.60,6.00,5.00,5.00,0.10,5.00,470.00,6.00,6.50,0.8,1.2,24.00,65.00,240.00,seedling,spices
turmeric,40.00,30.00,35.00,30.00,25.00,25.00,0.60,0.70,0.60,6.00,5.00,5.00,0.10,5.00,470.00,6.00,6.50,0.9,1.4,24.00,65.00,240.00,harvesting,spices
turmeric,80.00,60.00,70.00,60.00,50.00,50.00,1.20,1.40,1.20,12.00,10.00,10.00,0.20,6.00,570.00,6.00,6.50,1.2,1.8,26.00,60.00,290.00,vegetative,spices
turmeric,120.00,90.00,105.00,90.00,75.00,75.00,1.80,2.10,1.80,18.00,15.00,15.00,0.30,7.00,670.00,6.00,6.50,0.8,1.2,28.00,55.00,340.00,flowering,spices
turnip,102.00,56.00,124.00,65.00,33.00,19.00,0.90,1.20,0.70,8.00,5.00,6.00,0.15,6.00,610.00,5.30,6.50,0.9,1.4,25.00,60.00,320.00,seedling,root_vegetable
turnip,107.00,56.00,126.00,68.00,34.00,20.00,1.10,1.40,0.90,10.00,7.00,8.00,0.18,6.00,620.00,5.20,6.60,1.2,1.8,29.00,64.00,345.00,harvesting,root_vegetable
turnip,312.00,153.00,363.00,181.00,91.00,49.00,2.60,3.80,2.60,22.00,12.00,14.00,0.46,5.00,1220.00,5.20,6.60,1.7,2.2,31.00,59.00,355.00,vegetative,root_vegetable
turnip,512.00,245.00,608.00,302.00,160.00,80.00,4.40,6.50,4.30,37.00,20.00,23.00,0.63,6.00,1795.00,5.10,6.70,1.7,2.2,34.00,56.00,410.00,flowering,root_vegetable
turnips,89.00,46.00,113.00,56.00,29.00,15.00,0.60,0.90,0.50,5.00,3.00,4.00,0.11,6.00,595.00,5.30,6.50,0.7,1.1,21.00,57.00,300.00,seedling,root_vegetable
turnips,95.00,49.00,117.00,61.00,30.00,16.00,0.70,1.00,0.60,6.00,4.00,5.00,0.13,6.00,600.00,5.20,6.60,0.8,1.3,23.00,58.00,310.00,harvesting,root_vegetable
turnips,299.00,146.00,351.00,173.00,84.00,43.00,2.00,3.10,2.00,16.00,7.00,9.00,0.39,5.00,1185.00,5.20,6.60,1.2,1.7,26.00,54.00,330.00,vegetative,root_vegetable
turnips,499.00,236.00,596.00,293.00,151.00,71.00,3.80,5.60,3.60,31.00,14.00,17.00,0.56,6.00,1750.00,5.10,6.70,1,1.4,29.00,51.00,375.00,flowering,root_vegetable
upland cress,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,1.1,1.6,20.00,70.00,300.00,seedling,leafy_greens
upland cress,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,1.5,2,20.00,70.00,300.00,harvesting,leafy_greens
upland cress,200.00,120.00,220.00,110.00,50.00,25.00,1.50,3.00,1.50,15.00,8.00,8.00,0.30,6.00,600.00,6.00,6.50,0.8,1.2,22.00,65.00,350.00,vegetative,leafy_greens
upland cress,280.00,160.00,280.00,170.00,70.00,35.00,2.00,4.00,2.00,20.00,10.00,10.00,0.40,6.00,750.00,6.00,6.50,0.9,1.4,24.00,60.00,400.00,flowering,leafy_greens
violas,30.00,20.00,25.00,20.00,15.00,15.00,0.40,0.50,0.40,4.00,3.00,3.00,0.08,5.00,440.00,6.00,6.50,1.2,1.8,22.00,67.00,220.00,seedling,edible_flowers
violas,30.00,20.00,25.00,20.00,15.00,15.00,0.40,0.50,0.40,4.00,3.00,3.00,0.08,5.00,440.00,6.00,6.50,0.8,1.2,22.00,67.00,220.00,harvesting,edible_flowers
violas,60.00,40.00,50.00,40.00,30.00,30.00,0.70,0.80,0.70,6.00,4.00,4.00,0.13,6.00,540.00,6.00,6.50,0.9,1.4,24.00,62.00,270.00,vegetative,edible_flowers
violas,90.00,60.00,75.00,60.00,45.00,45.00,1.00,1.20,1.00,9.00,6.00,6.00,0.20,7.00,640.00,6.00,6.50,1.2,1.8,26.00,57.00,320.00,flowering,edible_flowers
violets,40.00,30.00,35.00,30.00,25.00,25.00,0.60,0.70,0.60,6.00,5.00,5.00,0.10,5.00,470.00,6.00,6.50,0.7,1.1,24.00,65.00,240.00,seedling,edible_flowers
violets,40.00,30.00,35.00,30.00,25.00,25.00,0.60,0.70,0.60,6.00,5.00,5.00,0.10,5.00,470.00,6.00,6.50,0.8,1.3,24.00,65.00,240.00,harvesting,edible_flowers
violets,80.00,60.00,70.00,60.00,50.00,50.00,1.20,1.40,1.20,12.00,10.00,10.00,0.20,6.00,570.00,6.00,6.50,1.2,1.7,26.00,60.00,290.00,vegetative,edible_flowers
violets,120.00,90.00,105.00,90.00,75.00,75.00,1.80,2.10,1.80,18.00,15.00,15.00,0.30,7.00,670.00,6.00,6.50,1.5,2,28.00,55.00,340.00,flowering,edible_flowers
wasabi,30.00,20.00,25.00,20.00,15.00,15.00,0.40,0.50,0.40,4.00,3.00,3.00,0.08,5.00,440.00,6.00,6.50,1.5,2,22.00,67.00,220.00,seedling,exotic_plants
wasabi,30.00,20.00,25.00,20.00,15.00,15.00,0.40,0.50,0.40,4.00,3.00,3.00,0.08,5.00,440.00,6.00,6.50,2,2.5,22.00,67.00,220.00,harvesting,exotic_plants
wasabi,60.00,40.00,50.00,40.00,30.00,30.00,0.70,0.80,0.70,6.00,4.00,4.00,0.13,6.00,540.00,6.00,6.50,2.5,3,24.00,62.00,270.00,vegetative,exotic_plants
wasabi,90.00,60.00,75.00,60.00,45.00,45.00,1.00,1.20,1.00,9.00,6.00,6.00,0.20,7.00,640.00,6.00,6.50,1.5,2,26.00,57.00,320.00,flowering,exotic_plants
watercress,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,1.5,2,20.00,70.00,300.00,seedling,leafy_greens
watercress,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,2,2.5,20.00,70.00,300.00,harvesting,leafy_greens
watercress,200.00,120.00,220.00,110.00,50.00,25.00,1.50,3.00,1.50,15.00,8.00,8.00,0.30,6.00,600.00,6.00,6.50,2.5,3,22.00,65.00,350.00,vegetative,leafy_greens
watercress,280.00,160.00,280.00,170.00,70.00,35.00,2.00,4.00,2.00,20.00,10.00,10.00,0.40,6.00,750.00,6.00,6.50,1.3,1.7,24.00,60.00,400.00,flowering,leafy_greens
watermelon,93.00,47.00,117.00,56.00,28.00,16.00,0.50,0.90,0.50,5.00,2.00,3.00,0.11,6.00,595.00,5.70,6.90,2,2.6,21.00,57.00,305.00,seedling,fruitables
watermelon,97.00,50.00,120.00,61.00,31.00,17.00,0.80,1.10,0.70,6.00,3.00,4.00,0.15,5.00,615.00,5.60,7.00,1,1.4,23.00,58.00,310.00,harvesting,fruitables
watermelon,302.00,148.00,358.00,177.00,86.00,45.00,2.10,3.30,2.10,18.00,7.00,9.00,0.40,5.00,1195.00,5.60,7.00,1.1,1.6,27.00,56.00,330.00,vegetative,fruitables
watermelon,500.00,240.00,605.00,298.00,155.00,73.00,3.80,5.70,3.70,31.00,14.00,17.00,0.56,6.00,1760.00,5.50,7.10,1.5,2,29.00,53.00,375.00,flowering,fruitables
wax gourd,210.00,140.00,230.00,150.00,75.00,60.00,5.00,5.50,5.00,45.00,40.00,42.00,0.70,7.00,740.00,4.80,6.10,1,1.4,41.00,105.00,470.00,seedling,curcurbits
wax gourd,210.00,150.00,230.00,160.00,80.00,65.00,5.50,6.00,5.50,50.00,45.00,47.00,0.80,7.00,750.00,4.90,6.00,1.4,1.9,44.00,110.00,490.00,harvesting,curcurbits
wax gourd,410.00,260.00,460.00,280.00,180.00,95.00,7.00,8.00,7.00,70.00,55.00,57.00,1.20,7.00,1300.00,4.50,6.20,1.1,1.6,43.00,85.00,490.00,vegetative,curcurbits
wax gourd,610.00,380.00,680.00,400.00,250.00,130.00,9.00,10.00,9.00,90.00,70.00,75.00,1.80,7.00,1950.00,4.20,6.40,1.6,2.1,47.00,80.00,570.00,flowering,curcurbits
white button mushrooms,35.00,25.00,30.00,25.00,20.00,20.00,0.50,0.60,0.50,5.00,4.00,4.00,0.09,5.00,460.00,6.00,6.50,0.9,1.3,23.00,66.00,230.00,seedling,mushrooms
white button mushrooms,35.00,25.00,30.00,25.00,20.00,20.00,0.50,0.60,0.50,5.00,4.00,4.00,0.09,5.00,460.00,6.00,6.50,1,1.4,23.00,66.00,230.00,harvesting,mushrooms
white button mushrooms,70.00,50.00,60.00,50.00,40.00,40.00,1.00,1.20,1.00,10.00,8.00,8.00,0.15,6.00,560.00,6.00,6.50,1.1,1.6,25.00,61.00,280.00,vegetative,mushrooms
